published,post_id
2008-02-01 10:09:00,19610
2008-02-01 11:22:00,19613
2008-02-01 11:35:00,19616
2008-02-01 14:14:00,19625
2008-02-01 15:04:00,19630
2008-02-01 16:07:00,19636
2008-02-01 18:12:00,19645
2008-02-01 18:41:00,31398
2008-02-01 22:10:00,19658
2008-02-01 23:22:00,19659
2008-02-01 23:51:00,31399
2008-02-02 00:22:00,31400
2008-02-02 07:04:00,19670
2008-02-02 08:55:00,19671
2008-02-02 13:45:00,19680
2008-02-02 14:16:00,19681
2008-02-02 14:43:00,19682
2008-02-02 14:47:00,31401
2008-02-02 16:10:00,19683
2008-02-02 17:31:00,31402
2008-02-02 19:36:00,19687
2008-02-02 19:37:00,31403
2008-02-02 22:27:00,31404
2008-02-02 22:44:00,19690
2008-02-02 23:01:00,19691
2008-02-02 23:47:00,19692
2008-02-03 01:52:00,19693
2008-02-03 02:31:00,19696
2008-02-03 09:03:00,19699
2008-02-03 16:58:00,19705
2008-02-03 19:30:00,19710
2008-02-03 19:43:00,19712
2008-02-03 22:49:00,19719
2008-02-04 01:06:00,19724
2008-02-04 01:38:00,19726
2008-02-04 09:14:00,19735
2008-02-04 10:00:00,19736
2008-02-04 10:34:00,19737
2008-02-04 12:23:00,19741
2008-02-04 12:36:00,19743
2008-02-04 14:54:00,19748
2008-02-04 15:42:00,287478
2008-02-04 17:10:00,287150
2008-02-04 17:12:00,19767
2008-02-04 18:28:00,19768
2008-02-04 18:48:00,19769
2008-02-04 19:30:00,31408
2008-02-04 20:09:00,19775
2008-02-05 00:07:00,19785
2008-02-05 00:38:00,31409
2008-02-05 04:21:00,19791
2008-02-05 04:42:00,19792
2008-02-05 05:12:00,19793
2008-02-05 10:46:00,19799
2008-02-05 10:49:00,19800
2008-02-05 10:58:00,19801
2008-02-05 11:31:00,19803
2008-02-05 12:51:00,19809
2008-02-05 13:18:00,19811
2008-02-05 14:06:00,19812
2008-02-05 14:30:00,287152
2008-02-05 15:00:00,19817
2008-02-05 16:50:00,19821
2008-02-05 16:54:00,19822
2008-02-05 17:38:00,19824
2008-02-05 18:12:00,19827
2008-02-05 18:22:00,19828
2008-02-05 18:52:00,19830
2008-02-05 19:47:00,19833
2008-02-05 21:37:00,19838
2008-02-05 22:31:00,19842
2008-02-06 01:22:00,19848
2008-02-06 04:12:00,19853
2008-02-06 04:42:00,19854
2008-02-06 10:26:00,19860
2008-02-06 10:41:00,19862
2008-02-06 11:19:00,19865
2008-02-06 11:59:00,19869
2008-02-06 12:01:00,31412
2008-02-06 12:54:00,19875
2008-02-06 13:16:00,19878
2008-02-06 13:34:00,19879
2008-02-06 15:36:00,19883
2008-02-06 16:16:00,19887
2008-02-06 17:40:00,19892
2008-02-06 19:19:00,19894
2008-02-06 21:56:00,19902
2008-02-06 22:37:00,19904
2008-02-07 04:06:00,19912
2008-02-07 06:26:00,19914
2008-02-07 08:39:00,31413
2008-02-07 10:08:00,19917
2008-02-07 10:25:00,19918
2008-02-07 10:53:00,19919
2008-02-07 12:09:00,35278
2008-02-07 13:45:00,19926
2008-02-07 13:55:00,19927
2008-02-07 13:58:00,19928
2008-02-07 14:49:00,19930
2008-02-07 17:00:00,19933
2008-02-07 17:00:00,19932
2008-02-07 19:13:00,19942
2008-02-07 19:24:00,19944
2008-02-07 21:27:00,19948
2008-02-08 01:25:00,31415
2008-02-08 03:05:00,19957
2008-02-08 10:17:00,19959
2008-02-08 13:11:00,19964
2008-02-08 13:30:00,19965
2008-02-08 13:38:00,19966
2008-02-08 13:46:00,19967
2008-02-08 14:54:00,19971
2008-02-08 14:54:00,19969
2008-02-08 15:47:00,31417
2008-02-08 16:08:00,19974
2008-02-08 16:27:00,19975
2008-02-08 18:09:00,35280
2008-02-08 19:45:00,19987
2008-02-09 01:11:00,19993
2008-02-09 02:22:00,19997
2008-02-09 02:26:00,19998
2008-02-09 10:25:00,20001
2008-02-09 13:03:00,20004
2008-02-09 16:42:00,31419
2008-02-09 17:19:00,20015
2008-02-09 21:28:00,20021
2008-02-09 22:22:00,20030
2008-02-10 00:07:00,20032
2008-02-10 08:43:00,20042
2008-02-10 09:42:00,20043
2008-02-10 13:38:00,287786
2008-02-10 13:55:00,20047
2008-02-10 13:59:00,20048
2008-02-10 15:42:00,20051
2008-02-10 16:58:00,20053
2008-02-10 17:20:00,20055
2008-02-10 17:22:00,20056
2008-02-10 19:19:00,20061
2008-02-10 20:08:00,20064
2008-02-10 21:14:00,20066
2008-02-10 22:18:00,20071
2008-02-10 22:38:00,20073
2008-02-10 23:11:00,20075
2008-02-10 23:52:00,20076
2008-02-11 00:18:00,20077
2008-02-11 00:32:00,20079
2008-02-11 00:41:00,20080
2008-02-11 00:52:00,20081
2008-02-11 01:56:00,20083
2008-02-11 02:20:00,20084
2008-02-11 03:28:00,20089
2008-02-11 09:15:00,20095
2008-02-11 09:59:00,20096
2008-02-11 11:14:00,20097
2008-02-11 11:19:00,20098
2008-02-11 12:52:00,20103
2008-02-11 14:23:00,20106
2008-02-11 15:56:00,20108
2008-02-11 16:00:00,20109
2008-02-11 16:18:00,20110
2008-02-11 16:53:00,20112
2008-02-11 17:02:00,20113
2008-02-11 18:03:00,20116
2008-02-11 18:10:00,20117
2008-02-11 19:56:00,20119
2008-02-11 22:58:00,20128
2008-02-11 22:58:00,20127
2008-02-12 00:39:00,20134
2008-02-12 00:53:00,20136
2008-02-12 01:06:00,20138
2008-02-12 01:12:00,20139
2008-02-12 01:48:00,20143
2008-02-12 02:24:00,20145
2008-02-12 04:55:00,20147
2008-02-12 09:20:00,20149
2008-02-12 12:18:00,20153
2008-02-12 13:25:00,20159
2008-02-12 13:50:00,20162
2008-02-12 13:57:00,20163
2008-02-12 14:31:00,31421
2008-02-12 14:37:00,20165
2008-02-12 15:00:00,20168
2008-02-12 15:00:00,20169
2008-02-12 15:13:00,20171
2008-02-12 15:18:00,20172
2008-02-12 16:05:00,31422
2008-02-12 16:17:00,20174
2008-02-12 16:46:00,20176
2008-02-12 16:54:00,20178
2008-02-12 17:08:00,20179
2008-02-12 17:57:00,20180
2008-02-12 18:15:00,20181
2008-02-12 19:03:00,20183
2008-02-12 19:30:00,20186
2008-02-12 20:57:00,35286
2008-02-12 22:40:00,20190
2008-02-12 23:01:00,287480
2008-02-12 23:50:00,20195
2008-02-13 00:05:00,20196
2008-02-13 00:13:00,288128
2008-02-13 02:08:00,20200
2008-02-13 10:26:00,20209
2008-02-13 10:59:00,20211
2008-02-13 11:37:00,20214
2008-02-13 12:06:00,20215
2008-02-13 13:15:00,20219
2008-02-13 14:05:00,20221
2008-02-13 15:47:00,31424
2008-02-13 16:00:00,20224
2008-02-13 17:38:00,20229
2008-02-13 17:43:00,20232
2008-02-13 17:59:00,20236
2008-02-13 18:12:00,20237
2008-02-13 22:59:00,31426
2008-02-13 23:15:00,20245
2008-02-14 00:09:00,20246
2008-02-14 06:17:00,20253
2008-02-14 07:55:00,20254
2008-02-14 08:44:00,20256
2008-02-14 10:46:00,20261
2008-02-14 11:53:00,20266
2008-02-14 13:33:00,20271
2008-02-14 14:14:00,20273
2008-02-14 14:39:00,20275
2008-02-14 15:35:00,20278
2008-02-14 15:44:00,20279
2008-02-14 16:34:00,20282
2008-02-14 16:55:00,20283
2008-02-14 16:57:00,20285
2008-02-14 17:22:00,20286
2008-02-14 17:31:00,287154
2008-02-14 17:44:00,20289
2008-02-14 18:15:00,20291
2008-02-14 20:16:00,20292
2008-02-14 20:41:00,20294
2008-02-14 21:05:00,20295
2008-02-15 01:50:00,20301
2008-02-15 02:32:00,31427
2008-02-15 08:14:00,20305
2008-02-15 10:30:00,31428
2008-02-15 10:35:00,20307
2008-02-15 11:46:00,20308
2008-02-15 12:15:00,20309
2008-02-15 15:23:00,20322
2008-02-15 15:54:00,20326
2008-02-15 15:58:00,20327
2008-02-15 16:31:00,31430
2008-02-15 17:45:00,20337
2008-02-15 23:55:00,20352
2008-02-15 23:58:00,20353
2008-02-16 00:00:00,20355
2008-02-16 07:26:00,20358
2008-02-16 10:14:00,20361
2008-02-16 11:48:00,20362
2008-02-16 15:11:00,20367
2008-02-16 16:19:00,20370
2008-02-16 16:28:00,20371
2008-02-16 17:20:00,20373
2008-02-16 17:52:00,20376
2008-02-16 18:20:00,20378
2008-02-16 20:09:00,20386
2008-02-16 20:10:00,20387
2008-02-16 20:28:00,20388
2008-02-16 22:08:00,20390
2008-02-17 09:26:00,20393
2008-02-17 09:53:00,20394
2008-02-17 15:05:00,31431
2008-02-17 16:30:00,20401
2008-02-17 17:21:00,20404
2008-02-17 18:52:00,20405
2008-02-17 19:24:00,20408
2008-02-17 20:42:00,20410
2008-02-18 01:03:00,20422
2008-02-18 01:25:00,20424
2008-02-18 02:22:00,20425
2008-02-18 02:52:00,20427
2008-02-18 03:02:00,20428
2008-02-18 09:42:00,20430
2008-02-18 09:57:00,20431
2008-02-18 12:01:00,20439
2008-02-18 12:08:00,35290
2008-02-18 12:52:00,20445
2008-02-18 13:32:00,35292
2008-02-18 13:46:00,20446
2008-02-18 14:32:00,20450
2008-02-18 16:05:00,20453
2008-02-18 16:47:00,20457
2008-02-18 17:10:00,20459
2008-02-18 17:35:00,20461
2008-02-18 18:13:00,20462
2008-02-18 19:04:00,20467
2008-02-18 19:29:00,20469
2008-02-18 20:33:00,20471
2008-02-19 00:55:00,20478
2008-02-19 01:05:00,20479
2008-02-19 01:23:00,20482
2008-02-19 02:52:00,20484
2008-02-19 04:01:00,20485
2008-02-19 08:37:00,20488
2008-02-19 09:52:00,31433
2008-02-19 12:35:00,20494
2008-02-19 13:18:00,20496
2008-02-19 14:21:00,20498
2008-02-19 14:27:00,20499
2008-02-19 15:47:00,20504
2008-02-19 16:44:00,20507
2008-02-19 17:06:00,20509
2008-02-19 19:42:00,20519
2008-02-19 20:31:00,20523
2008-02-19 20:41:00,20524
2008-02-19 20:58:00,20525
2008-02-19 21:26:00,20528
2008-02-19 23:49:00,20529
2008-02-20 00:48:00,20531
2008-02-20 04:01:00,20537
2008-02-20 04:19:00,20538
2008-02-20 08:11:00,20540
2008-02-20 10:12:00,20541
2008-02-20 10:27:00,20542
2008-02-20 12:19:00,31434
2008-02-20 12:44:00,20545
2008-02-20 14:12:00,20549
2008-02-20 15:41:00,20554
2008-02-20 17:23:00,20560
2008-02-20 18:13:00,20563
2008-02-20 18:28:00,31435
2008-02-20 19:00:00,20565
2008-02-20 19:55:00,20569
2008-02-20 22:04:00,20575
2008-02-20 23:09:00,20579
2008-02-20 23:35:00,20581
2008-02-21 02:48:00,31437
2008-02-21 03:38:00,20587
2008-02-21 04:37:00,20588
2008-02-21 09:05:00,20590
2008-02-21 09:20:00,20593
2008-02-21 13:05:00,20603
2008-02-21 13:14:00,20604
2008-02-21 14:16:00,20606
2008-02-21 14:25:00,20607
2008-02-21 14:27:00,20608
2008-02-21 15:29:00,20611
2008-02-21 17:09:00,31438
2008-02-21 17:24:00,20616
2008-02-21 18:03:00,20619
2008-02-21 18:16:00,20620
2008-02-21 19:47:00,20624
2008-02-21 20:52:00,20628
2008-02-21 23:01:00,20631
2008-02-21 23:40:00,20633
2008-02-21 23:49:00,20634
2008-02-22 00:59:00,20638
2008-02-22 01:54:00,20641
2008-02-22 02:29:00,20642
2008-02-22 03:57:00,20644
2008-02-22 08:41:00,20646
2008-02-22 09:52:00,20647
2008-02-22 12:18:00,20650
2008-02-22 13:20:00,20652
2008-02-22 13:49:00,20653
2008-02-22 13:49:00,20654
2008-02-22 15:14:00,20655
2008-02-22 15:26:00,20656
2008-02-22 16:15:00,20661
2008-02-22 16:17:00,35298
2008-02-22 16:30:00,20662
2008-02-22 16:52:00,20665
2008-02-22 17:44:00,20667
2008-02-22 17:47:00,20668
2008-02-22 18:00:00,20670
2008-02-22 18:30:00,20675
2008-02-22 18:51:00,20676
2008-02-22 21:29:00,20680
2008-02-22 22:31:00,20683
2008-02-23 01:48:00,35303
2008-02-23 15:48:00,35305
2008-02-23 21:48:00,20718
2008-02-23 22:04:00,20719
2008-02-24 06:17:00,20726
2008-02-24 12:31:00,20729
2008-02-24 14:29:00,20733
2008-02-24 15:07:00,20736
2008-02-24 15:27:00,20738
2008-02-24 15:37:00,20739
2008-02-24 17:18:00,20744
2008-02-24 17:52:00,20746
2008-02-24 18:19:00,20748
2008-02-24 22:09:00,35309
2008-02-24 23:49:00,20759
2008-02-25 01:36:00,20769
2008-02-25 02:06:00,20771
2008-02-25 02:13:00,20772
2008-02-25 08:09:00,20778
2008-02-25 10:04:00,20781
2008-02-25 12:00:00,20782
2008-02-25 12:03:00,20783
2008-02-25 12:08:00,20784
2008-02-25 13:00:00,20786
2008-02-25 13:39:00,20788
2008-02-25 15:41:00,20793
2008-02-25 16:15:00,20794
2008-02-25 19:41:00,20801
2008-02-25 19:46:00,20802
2008-02-25 21:10:00,20805
2008-02-25 22:55:00,20807
2008-02-25 23:31:00,20808
2008-02-26 00:31:00,20812
2008-02-26 00:51:00,20813
2008-02-26 01:47:00,20814
2008-02-26 02:46:00,20817
2008-02-26 05:47:00,20818
2008-02-26 10:33:00,20820
2008-02-26 10:42:00,20822
2008-02-26 11:30:00,20825
2008-02-26 11:52:00,20826
2008-02-26 12:34:00,20828
2008-02-26 13:01:00,288130
2008-02-26 13:48:00,20831
2008-02-26 14:30:00,20834
2008-02-26 14:51:00,20836
2008-02-26 16:23:00,20840
2008-02-26 16:59:00,20842
2008-02-26 17:49:00,20843
2008-02-26 18:01:00,20844
2008-02-26 18:01:00,20845
2008-02-26 18:04:00,20846
2008-02-26 18:39:00,20848
2008-02-26 19:59:00,20852
2008-02-26 21:34:00,20857
2008-02-26 21:35:00,35313
2008-02-26 22:09:00,20858
2008-02-26 22:58:00,287482
2008-02-26 23:20:00,20863
2008-02-26 23:37:00,20864
2008-02-27 00:40:00,31443
